user_id,movie_id,rates
3,26658568,1.0
3,21941770,2.0
3,10774104,4.0
3,25815034,5.0
3,26125779,3.0
3,26301582,3.0
4,25986180,3.0
4,26280528,1.0
4,25793398,4.0
4,26287884,3.0
4,26902245,2.0
4,26683290,4.0
5,21817627,5.0
5,26389069,4.0
5,25726614,5.0
5,20505982,4.0
5,26977230,3.0
5,24751763,5.0
5,3230115,2.0
5,25911694,4.0
5,25815034,5.0
5,26879060,2.0
6,26410594,3.0
6,25986180,3.0
6,26977230,4.0
6,25827935,4.0
7,26658568,4.0
7,25921812,4.0
7,25827935,4.0
7,26977230,4.0
7,26630781,3.0
8,26429883,2.0
8,25815034,4.0
8,26325320,5.0
8,25726614,4.0
8,26683290,5.0
8,26977230,3.0
9,25911694,1.0
9,26977230,4.0
10,26325320,5.0
10,25980443,5.0
10,25726614,5.0
10,3868141,3.0
10,5327189,5.0
10,20505982,5.0
10,26280528,3.0
10,26169607,3.0
10,25977027,5.0
10,26694988,5.0
10,26977230,5.0
10,25921812,5.0
10,26679552,4.0
10,25986180,5.0
10,3025375,5.0
10,25899379,4.0
10,25983044,5.0
10,21324900,4.0
10,26022182,4.0
10,26683290,4.0
10,26628357,5.0
10,25934014,4.0
10,25815034,5.0
10,26416603,5.0
10,26648249,4.0
10,22939161,5.0
10,26614893,4.0
11,3025375,3.0
11,25911694,2.0
11,26977230,4.0
12,26977230,5.0
12,26280528,5.0
12,26323031,3.0
12,25934014,4.0
13,26325320,4.0
13,26389069,1.0
13,25911694,1.0
13,25980443,5.0
13,26977230,5.0
13,25921812,5.0
13,3025375,4.0
13,26683290,4.0
13,6873905,4.0
13,25815034,4.0
13,26390631,5.0
13,26630781,4.0
13,26648249,4.0
13,24751763,4.0
14,25986180,5.0
14,26977230,4.0
15,20471852,2.0
15,25978126,2.0
15,26600428,1.0
15,26671361,2.0
15,26323031,2.0
15,26325320,3.0
15,6034028,1.0
15,26376558,2.0
15,25921812,3.0
15,26389069,3.0
15,25911694,1.0
15,26352445,2.0
15,26615208,3.0
15,26372274,2.0
15,25980443,1.0
15,26800977,1.0
15,26386565,2.0
15,25822430,1.0
15,21335963,1.0
15,26843352,3.0
15,4944008,1.0
15,26418093,2.0
15,25983044,2.0
15,25723780,3.0
15,26679552,1.0
15,26677495,1.0
15,26354572,2.0
15,26169607,1.0
15,26788943,2.0
15,26737483,1.0
15,26977230,2.0
15,24751763,3.0
15,25799331,2.0
15,3230115,2.0
15,24860289,1.0
15,26326703,2.0
15,26266072,2.0
15,3434070,2.0
15,26349395,1.0
15,26757826,1.0
15,21324900,2.0
15,26581464,3.0
15,26220650,1.0
15,25793398,2.0
15,26596704,3.0
15,26856907,1.0
15,26309788,2.0
15,11526817,3.0
15,26683290,4.0
15,26410593,1.0
15,25934014,3.0
15,26389928,2.0
15,25939432,2.0
15,26263428,2.0
15,26666177,2.0
15,26781921,2.0
15,25872311,2.0
15,26389148,2.0
15,26752337,1.0
15,26630781,3.0
15,26425075,1.0
15,26648249,1.0
15,26879060,1.0
15,26685451,2.0
15,3056302,1.0
15,26377047,4.0
16,25986180,1.0
16,26800977,1.0
16,26977230,1.0
17,26977230,4.0
18,26410594,4.0
18,25986180,4.0
18,25921812,5.0
18,25827935,3.0
18,25815034,4.0
19,26658568,3.0
19,25934014,4.0
19,25986180,4.0
19,25827935,4.0
19,26301582,4.0
19,26977230,3.0
19,26683290,5.0
19,26691509,4.0
20,25921812,4.0
20,26977230,3.0
21,26977230,4.0
21,26934937,5.0
21,25911694,3.0
21,26691509,5.0
22,26977230,4.0
23,26410593,1.0
23,26410594,1.0
23,26389331,1.0
23,25986180,1.0
23,26748688,1.0
23,26616436,1.0
23,26616145,1.0
23,26877415,1.0
23,26800977,1.0
23,26169607,1.0
23,25977027,1.0
23,26713504,1.0
23,26977230,1.0
24,25875021,4.0
24,4944008,4.0
24,26977230,3.0
25,20471852,2.0
25,26691509,5.0
25,26977230,3.0
26,26977230,5.0
27,26977230,4.0
28,26977230,4.0
29,26977230,5.0
30,26977230,5.0
31,26977230,3.0
31,26691509,5.0
32,26389069,5.0
32,25911694,1.0
32,25849006,1.0
32,26977230,4.0
32,3230115,1.0
32,25815034,5.0
32,26301582,1.0
32,26691509,3.0
32,26879060,4.0
33,25986180,5.0
33,25977027,5.0
33,26691509,5.0
33,26977230,3.0
34,26977230,4.0
35,20505982,3.0
35,25827935,4.0
35,26977230,4.0
35,25815034,5.0
35,25840396,1.0
35,26691509,4.0
36,6872936,3.0
36,5262339,3.0
36,25934014,5.0
36,26977230,3.0
36,26691509,3.0
36,26879060,5.0
37,21817627,2.0
37,5262339,4.0
37,25849006,4.0
37,25980443,4.0
37,25958717,5.0
37,26977230,2.0
37,25813315,1.0
37,25977027,4.0
37,26658568,2.0
37,25986180,5.0
37,25911694,4.0
37,26000205,5.0
37,26628357,3.0
37,26717795,3.0
37,25894431,3.0
37,26685451,3.0
38,26388342,4.0
38,26598021,3.0
38,26704620,3.0
38,25726614,4.0
38,4944008,3.0
38,25983044,4.0
38,26375609,3.0
38,5045678,3.0
38,25977027,4.0
38,26362351,5.0
38,25875021,4.0
38,26680247,3.0
38,7051830,4.0
38,3434070,3.0
38,25793398,3.0
38,25827935,4.0
38,26628357,4.0
38,25934014,4.0
38,6873905,4.0
38,26390631,4.0
38,26630781,3.0
38,25894431,3.0
38,21817627,3.0
38,26325320,4.0
38,25980443,4.0
38,26790890,3.0
38,25958717,4.0
38,26722222,4.0
38,26374205,4.0
38,26365262,4.0
38,26354572,4.0
38,3212398,3.0
38,25797778,2.0
38,6860147,3.0
38,7065238,3.0
38,21324900,4.0
38,25872311,4.0
38,25824009,3.0
38,26903184,3.0
38,26614893,3.0
38,26762709,3.0
38,26413269,5.0
38,26700688,3.0
38,25899379,3.0
38,26314816,3.0
38,26437237,5.0
38,26683290,4.0
38,25921812,3.0
38,26742766,3.0
38,25986180,3.0
38,26266072,3.0
38,26022182,4.0
38,25911694,2.0
38,11526817,3.0
38,24860318,3.0
38,26717795,4.0
38,26287884,3.0
38,26684564,3.0
38,25939432,3.0
38,22939161,4.0
38,20471852,4.0
38,26700276,4.0
38,26313740,3.0
38,26596486,3.0
38,26411201,4.0
38,3025375,4.0
38,26375028,3.0
38,26101255,2.0
38,26430669,4.0
38,26433966,4.0
38,3569910,3.0
38,25815034,4.0
38,25834735,3.0
38,26411219,3.0
39,26598021,1.0
39,26879060,3.0
39,25726614,3.0
39,1296762,4.0
39,25983044,4.0
39,26913917,1.0
39,5045678,1.0
39,25875021,2.0
39,26280528,3.0
39,3434070,4.0
39,25793398,4.0
39,26673947,1.0
39,25934014,3.0
39,26630781,3.0
39,26335580,4.0
39,26325320,3.0
39,21941770,1.0
39,26382689,1.0
39,25980443,4.0
39,1466403,4.0
39,3230115,3.0
39,25789402,3.0
39,26279124,3.0
39,21324900,4.0
39,25939432,3.0
39,26106958,3.0
39,25978126,3.0
39,26377674,3.0
39,24872189,3.0
39,25921812,5.0
39,26266072,3.0
39,10774184,3.0
39,24860318,3.0
39,26717795,3.0
39,26287884,3.0
39,4811813,1.0
39,20471852,3.0
39,26374696,2.0
39,26887890,4.0
39,25900819,4.0
39,26389148,4.0
39,26660834,3.0
39,26351526,2.0
39,25894431,1.0
39,3025375,3.0
39,3073268,4.0
39,26771140,3.0
39,26636166,1.0
39,26695145,2.0
39,26683290,4.0
39,25815034,2.0
39,25834735,4.0
39,26353372,4.0
39,26433966,4.0
40,25977027,3.0
40,26331185,5.0
40,25827935,1.0
40,26416603,4.0
40,25978126,3.0
40,25939432,4.0
40,25986180,3.0
40,24860289,4.0
40,6873905,3.0
40,6860147,3.0
40,25983044,2.0
40,26820833,2.0
40,26648249,3.0
40,26820450,4.0
40,26325320,3.0
40,25823145,4.0
40,25980443,4.0
40,26692652,3.0
40,25804253,2.0
40,19949260,3.0
40,26413089,3.0
40,26683290,4.0
40,24325861,4.0
40,25905649,2.0
40,26704620,3.0
40,26694988,3.0
40,3597344,3.0
40,1301500,3.0
40,4849728,4.0
40,3434070,2.0
40,25934014,5.0
40,24860318,3.0
40,25884741,5.0
40,21324900,4.0
40,1866354,4.0
40,26614893,3.0
40,3868141,4.0
40,26677495,4.0
40,26022182,3.0
40,26339213,4.0
40,25840396,2.0
40,26684564,3.0
40,26236759,5.0
40,3569910,3.0
40,26353372,3.0
40,26433966,3.0
40,24751763,4.0
40,20514871,3.0
40,26279124,4.0
40,26341137,3.0
40,3336237,4.0
40,26101255,2.0
41,25726614,5.0
41,5045678,1.0
41,25977027,4.0
41,26280528,1.0
41,1297589,5.0
41,25827935,4.0
41,26309618,2.0
41,1305235,5.0
41,26416603,2.0
41,26000205,3.0
41,25939432,4.0
41,1305647,4.0
41,26617076,3.0
41,1428208,5.0
41,1299330,4.0
41,3230115,2.0
41,25986180,5.0
41,26235349,2.0
41,22939161,2.0
41,24872189,4.0
41,25900819,3.0
41,25815034,2.0
41,1297441,2.0
41,1308311,4.0
41,25884741,4.0
41,25983044,4.0
41,1303532,4.0
41,1291845,3.0
41,26648249,3.0
41,26325320,3.0
41,25980443,3.0
41,1293153,5.0
41,1295538,3.0
41,1302815,3.0
41,26418093,5.0
41,26722331,3.0
41,1470246,4.0
41,26704620,4.0
41,24529353,2.0
41,26694988,4.0
41,1483878,5.0
41,4849728,4.0
41,26653676,4.0
41,3434070,3.0
41,1293322,2.0
41,25934014,5.0
41,26630781,3.0
41,1302993,3.0
41,26673872,4.0
41,26665828,3.0
41,2001296,5.0
41,21324900,4.0
41,25797778,2.0
41,1299433,4.0
41,26614893,4.0
41,1401368,4.0
41,26677767,4.0
41,2131669,2.0
41,25921812,4.0
41,22266320,3.0
41,26022182,5.0
41,26339213,3.0
41,4811813,2.0
41,25894431,2.0
41,3569910,3.0
41,26353372,4.0
41,26433966,4.0
41,1297208,4.0
41,26354587,3.0
41,20505982,2.0
41,24751763,4.0
41,25875021,2.0
41,7051830,3.0
41,26437237,2.0
41,20514871,3.0
41,1303043,3.0
41,26279124,2.0
41,1465471,4.0
41,26700688,3.0
41,26307055,2.0
41,26266072,2.0
41,26696879,2.0
41,26287884,3.0
41,3025375,3.0
41,1298026,3.0
41,26101255,3.0
42,25726614,5.0
42,1432631,4.0
42,5045678,2.0
42,1416877,4.0
42,1475239,3.0
42,1305235,5.0
42,25881535,4.0
42,1306027,5.0
42,25939432,5.0
42,22939161,4.0
42,25986180,3.0
42,26235349,5.0
42,26687465,3.0
42,6860147,3.0
42,25983044,4.0
42,1305323,5.0
42,1296344,5.0
42,26683290,5.0
42,1441134,5.0
42,25934014,4.0
42,21324900,4.0
42,1293428,5.0
42,26269333,4.0
42,25894431,5.0
42,26353372,4.0
42,25785208,4.0
42,20505982,3.0
42,24751763,3.0
42,7051830,3.0
42,26411219,3.0
42,3263472,4.0
42,1303495,5.0
42,26287884,3.0
42,3927749,3.0
42,3025375,3.0
42,3569910,2.0
43,25955489,4.0
43,26586432,4.0
43,26265101,2.0
43,26661608,2.0
43,26284621,3.0
43,26388342,4.0
43,26303204,3.0
43,5262339,3.0
43,26704623,3.0
43,25726614,3.0
43,25822430,5.0
43,4944008,3.0
43,26694988,3.0
43,5327189,3.0
43,25983044,4.0
43,26375609,2.0
43,26713504,5.0
43,26369129,3.0
43,26473775,5.0
43,4849728,3.0
43,5045678,3.0
43,26385109,2.0
43,25977027,4.0
43,26653676,5.0
43,26362351,5.0
43,26628357,3.0
43,26680247,4.0
43,26939209,2.0
43,26596486,2.0
43,7051830,3.0
43,26616436,3.0
43,3434070,4.0
43,26820833,2.0
43,26751725,2.0
43,25827935,4.0
43,26704620,5.0
43,26309618,5.0
43,26703158,4.0
43,25934014,3.0
43,26700276,3.0
43,25953430,4.0
43,26896962,3.0
43,26416603,3.0
43,1884684,3.0
43,26630781,4.0
43,26810837,4.0
43,26648249,4.0
43,26649095,3.0
43,26661229,4.0
43,26757373,1.0
43,26377674,3.0
43,26820450,4.0
43,25881669,2.0
43,26717795,2.0
43,20505982,4.0
43,26335580,3.0
43,21817627,3.0
43,26325320,4.0
43,26437237,3.0
43,26615208,4.0
43,25980443,5.0
43,26390631,4.0
43,26715795,2.0
43,26843352,3.0
43,26722222,2.0
43,20514871,3.0
43,25876760,2.0
43,26298805,3.0
43,26373527,2.0
43,26527937,2.0
43,26354572,4.0
43,26845362,3.0
43,21324900,5.0
43,26259202,3.0
43,26596704,3.0
43,26279124,4.0
43,26000205,4.0
43,25939432,3.0
43,22939161,3.0
43,25872311,3.0
43,26389148,3.0
43,26576697,2.0
43,26336253,2.0
43,26879060,2.0
43,26614893,5.0
43,26088326,4.0
43,26215216,3.0
43,26762709,2.0
43,26413269,1.0
43,26700688,2.0
43,26677767,3.0
43,3868141,2.0
43,26677495,4.0
43,26392856,4.0
43,26849308,2.0
43,25899379,3.0
43,26357945,4.0
43,26386434,3.0
43,26902245,3.0
43,26769480,4.0
43,3524272,3.0
43,26235349,4.0
43,26683290,5.0
43,25921812,5.0
43,6872936,3.0
43,26169607,3.0
43,25931635,3.0
43,24860289,3.0
43,22266320,5.0
43,26266072,5.0
43,26581464,3.0
43,26022182,4.0
43,25986180,5.0
43,26735048,4.0
43,10774184,4.0
43,25843134,2.0
43,26389928,3.0
43,26339213,3.0
43,24860318,3.0
43,6873905,4.0
43,26340305,5.0
43,26287884,5.0
43,3428500,3.0
43,26684564,3.0
43,7065238,2.0
43,26617076,3.0
43,4811813,3.0
43,24751763,3.0
43,26811844,4.0
43,20471852,3.0
43,24872189,2.0
43,26352440,3.0
43,25849006,1.0
43,26717467,3.0
43,25928065,2.0
43,26372274,4.0
43,25960953,2.0
43,26326703,4.0
43,26356321,4.0
43,26414979,4.0
43,26678599,3.0
43,26679552,3.0
43,26582438,3.0
43,26220650,3.0
43,25900819,3.0
43,26313740,3.0
43,26351526,4.0
43,25894431,2.0
43,26356789,3.0
43,7062596,3.0
43,25799331,4.0
43,26411201,3.0
43,3025375,3.0
43,26616145,4.0
43,26696879,1.0
43,10774104,4.0
43,3569910,2.0
43,26410594,3.0
43,25815034,3.0
43,25834735,4.0
43,26616719,3.0
43,24325861,2.0
43,26353372,2.0
43,26433966,4.0
43,26296258,3.0
43,26411219,4.0
43,26351171,3.0
43,26685451,3.0
43,26581083,2.0
43,26377047,2.0
44,5262339,4.0
44,25726614,3.0
44,26647011,1.0
44,26735048,3.0
44,26679552,4.0
44,25793398,4.0
44,26309618,4.0
44,26703158,4.0
44,26375417,5.0
44,3742966,5.0
44,26596704,3.0
44,26000205,3.0
44,1297226,4.0
44,26617076,4.0
44,25872311,5.0
44,26389148,3.0
44,26599054,3.0
44,26600422,3.0
44,10461676,1.0
44,25863354,3.0
44,26088326,3.0
44,26215216,4.0
44,26582031,3.0
44,26757919,3.0
44,26360518,4.0
44,3524272,3.0
44,3230115,2.0
44,25986180,3.0
44,24860289,5.0
44,6873905,3.0
44,6860147,2.0
44,22939161,3.0
44,26653676,4.0
44,26811844,2.0
44,24872189,4.0
44,25900819,3.0
44,26844321,5.0
44,11626783,5.0
44,26353895,2.0
44,26700818,4.0
44,3750569,3.0
44,4944008,3.0
44,25884741,3.0
44,5327189,5.0
44,25983044,4.0
44,1308278,4.0
44,26628357,5.0
44,26648249,3.0
44,26325320,4.0
44,25980443,3.0
44,25958717,3.0
44,26843352,3.0
44,25723780,4.0
44,26416603,4.0
44,26376558,3.0
44,25862560,4.0
44,26392856,4.0
44,26581464,5.0
44,26704857,3.0
44,26706957,4.0
44,26389928,4.0
44,26722331,4.0
44,25774688,3.0
44,26879060,2.0
44,26377370,2.0
44,26678594,3.0
44,26678599,3.0
44,26220650,3.0
44,26413089,3.0
44,26296258,4.0
44,26708582,3.0
44,26683290,4.0
44,24325861,4.0
44,24747316,3.0
44,26685451,3.0
44,26704620,4.0
44,4849728,3.0
44,26680247,4.0
44,3434070,4.0
44,26751725,3.0
44,1297622,4.0
44,25934014,5.0
44,26390631,3.0
44,25898409,2.0
44,1884684,3.0
44,24874401,3.0
44,24860318,3.0
44,26615208,4.0
44,26781921,3.0
44,26373527,2.0
44,26673872,3.0
44,21324900,3.0
44,25797778,4.0
44,1866354,3.0
44,26677767,3.0
44,26677495,3.0
44,24299052,3.0
44,10752547,2.0
44,26022182,3.0
44,11526817,2.0
44,26717467,3.0
44,26684564,3.0
44,25939432,2.0
44,7065238,4.0
44,26259202,3.0
44,25894431,4.0
44,25851799,5.0
44,26341593,3.0
44,3569910,4.0
44,26393978,3.0
44,26353372,2.0
44,26614893,5.0
44,26266745,4.0
44,26377047,4.0
44,26600929,2.0
44,26354587,4.0
44,25875021,2.0
44,7051830,4.0
44,24299620,5.0
44,21817627,3.0
44,26437237,4.0
44,25831286,3.0
44,26354572,4.0
44,26331185,3.0
44,21339682,5.0
44,25789402,3.0
44,26279128,2.0
44,1303558,4.0
44,26940049,2.0
44,26309892,1.0
44,26689198,4.0
44,26340305,5.0
44,26287884,3.0
44,25834735,1.0
44,26326696,3.0
45,25726614,2.0
45,25977027,2.0
45,25827935,2.0
45,26416603,5.0
45,1304749,4.0
45,25939432,4.0
45,26215216,3.0
45,1303377,4.0
45,1299330,5.0
45,26417030,4.0
45,1305032,5.0
45,6860147,4.0
45,26617076,4.0
45,26616719,5.0
45,1297200,5.0
45,7052636,2.0
45,25884741,5.0
45,25983044,4.0
45,26648249,3.0
45,25894431,4.0
45,26325320,3.0
45,25823145,2.0
45,25980443,4.0
45,3336237,4.0
45,25813315,3.0
45,1297546,5.0
45,26306939,5.0
45,26184352,4.0
45,26722331,2.0
45,25774688,3.0
45,1293623,4.0
45,26704620,4.0
45,1483878,4.0
45,1437410,5.0
45,25934014,4.0
45,1322674,4.0
45,24860318,3.0
45,26673872,4.0
45,21324900,4.0
45,1437409,4.0
45,1293428,5.0
45,1868933,5.0
45,1395247,5.0
45,26022182,5.0
45,7065238,4.0
45,26341593,3.0
45,26353372,4.0
45,26433966,3.0
45,26354587,3.0
45,24751763,2.0
45,26354572,4.0
45,3025375,3.0
45,1401888,4.0
45,1394410,5.0
45,26279124,3.0
45,1422193,3.0
45,1401894,5.0
45,1401895,5.0
45,1299877,5.0
45,26689198,4.0
45,26287884,4.0
45,1294605,5.0
45,26312104,2.0
46,25977027,4.0
46,25793398,5.0
46,26416603,4.0
46,3212398,3.0
46,26000205,4.0
46,26631751,5.0
46,25939432,4.0
46,26389148,4.0
46,25986180,3.0
46,6860147,4.0
46,22939161,4.0
46,26414979,4.0
46,1297200,5.0
46,4944008,4.0
46,25884741,4.0
46,26820833,4.0
46,26648249,4.0
46,26325320,5.0
46,25980443,4.0
46,26843352,4.0
46,26184352,5.0
46,26385940,3.0
46,1293958,5.0
46,26356789,4.0
46,26685451,3.0
46,26704620,3.0
46,3597344,5.0
46,3434070,3.0
46,1304204,3.0
46,26715795,5.0
46,21324900,5.0
46,26614893,3.0
46,3868141,3.0
46,6872936,4.0
46,26339213,4.0
46,4811813,3.0
46,26269333,4.0
46,26411201,5.0
46,1895849,3.0
46,26353372,4.0
46,3428500,3.0
46,26266745,4.0
46,1464535,5.0
46,26411219,4.0
46,26437237,4.0
46,25799331,4.0
46,26588644,4.0
46,26413269,4.0
46,2150085,4.0
46,1301013,5.0
46,26313740,3.0
46,3927749,3.0
46,3025375,3.0
46,25955508,1.0
46,25834735,4.0
47,25726614,3.0
47,25793398,4.0
47,25827935,3.0
47,26704623,4.0
47,26416603,4.0
47,26779151,2.0
47,25978126,3.0
47,26694988,4.0
47,26000205,3.0
47,25939432,3.0
47,25872311,3.0
47,26389148,4.0
47,25824009,3.0
47,26582031,4.0
47,1295328,4.0
47,25986180,4.0
47,24860289,4.0
47,26879060,3.0
47,26235349,3.0
47,20278795,3.0
47,6860147,4.0
47,26653676,4.0
47,26679202,4.0
47,5045678,4.0
47,1458889,5.0
47,1437410,4.0
47,26576697,3.0
47,25815034,4.0
47,26296258,4.0
47,26374586,3.0
47,4944008,3.0
47,25983044,3.0
47,1458899,5.0
47,1458895,3.0
47,1458897,5.0
47,1458892,5.0
47,1458893,4.0
47,26820833,3.0
47,26648249,4.0
47,26325320,4.0
47,25980443,4.0
47,26376558,4.0
47,26754643,2.0
47,1457957,5.0
47,25899379,3.0
47,26722331,4.0
47,26220650,3.0
47,26857233,3.0
47,1305323,5.0
47,26683290,4.0
47,26284621,3.0
47,26704620,4.0
47,26713504,4.0
47,4849728,3.0
47,1306426,3.0
47,25934014,4.0
47,5446283,3.0
47,26630781,4.0
47,1458903,3.0
47,24874401,4.0
47,26615208,4.0
47,26374205,4.0
47,26373527,3.0
47,26665828,2.0
47,21324900,3.0
47,1437409,4.0
47,25797778,2.0
47,1458898,3.0
47,26614893,4.0
47,24860318,3.0
47,25921812,3.0
47,22266320,3.0
47,26022182,4.0
47,26339213,3.0
47,1304870,3.0
47,26684564,3.0
47,7065238,3.0
47,4811813,3.0
47,26312147,4.0
47,25875021,3.0
47,26326703,4.0
47,26351526,4.0
47,25894431,3.0
47,26658568,3.0
47,26411201,4.0
47,26353372,3.0
47,26266745,4.0
47,26433966,4.0
47,24751763,4.0
47,26762709,3.0
47,21817627,3.0
47,26437237,4.0
47,26425468,3.0
47,25876760,4.0
47,26354572,3.0
47,21339682,4.0
47,1303553,4.0
47,1465471,4.0
47,26700688,4.0
47,3012033,3.0
47,25911694,1.0
47,1401895,4.0
47,26309892,3.0
47,26527993,4.0
47,25843134,3.0
47,26340305,4.0
47,26696879,3.0
47,26287884,4.0
47,26717467,4.0
47,26779337,3.0
47,26313740,3.0
47,7062596,3.0
47,3025375,4.0
47,26312104,2.0
47,26101255,4.0
47,25955508,4.0
47,1303710,4.0
47,25834735,2.0
47,26855947,2.0
47,26581083,3.0
48,5262339,3.0
48,5045678,2.0
48,25977027,3.0
48,26596486,2.0
48,26616436,4.0
48,26280528,1.0
48,25793398,3.0
48,25827935,4.0
48,26416603,4.0
48,26375417,3.0
48,26163480,3.0
48,26000205,3.0
48,25939432,4.0
48,26389148,3.0
48,26600422,3.0
48,26215216,4.0
48,26582031,2.0
48,1421942,4.0
48,25986180,3.0
48,26754643,2.0
48,26735048,4.0
48,26235349,2.0
48,26631751,2.0
48,6860147,2.0
48,26329796,2.0
48,26653676,3.0
48,24872189,4.0
48,1299830,3.0
48,25900819,2.0
48,1298944,4.0
48,26577937,2.0
48,25815034,3.0
48,26616719,4.0
48,26700818,5.0
48,25895213,2.0
48,26661608,4.0
48,26266005,4.0
48,4944008,3.0
48,25884741,3.0
48,25983044,3.0
48,26362351,4.0
48,1308092,4.0
48,26820833,4.0
48,26628357,5.0
48,26648249,3.0
48,26325320,5.0
48,25980443,4.0
48,25921812,4.0
48,26376558,3.0
48,26389331,2.0
48,25978126,3.0
48,26169607,3.0
48,25899379,4.0
48,26377370,2.0
48,25960953,2.0
48,26678594,3.0
48,26678599,3.0
48,26413089,2.0
48,26356789,4.0
48,26616145,3.0
48,24325861,3.0
48,25932513,4.0
48,26351171,4.0
48,26284621,3.0
48,26704620,3.0
48,25847558,3.0
48,26713504,5.0
48,26683290,5.0
48,4849728,3.0
48,1306426,3.0
48,3434070,2.0
48,25934014,4.0
48,5446283,4.0
48,26671361,3.0
48,26390631,4.0
48,1884684,2.0
48,26630781,4.0
48,24874401,3.0
48,24860318,3.0
48,26615208,4.0
48,26635328,2.0
48,21324900,3.0
48,26614893,5.0
48,22266320,4.0
48,26022182,5.0
48,25834333,2.0
48,26339213,4.0
48,25840396,1.0
48,26684564,2.0
48,4811813,3.0
48,26351526,3.0
48,25894431,3.0
48,1459515,4.0
48,26353372,3.0
48,26266745,2.0
48,26433966,2.0
48,26600929,2.0
48,26375609,2.0
48,20505982,3.0
48,26584104,2.0
48,24751763,5.0
48,25875021,3.0
48,26688846,2.0
48,7051830,4.0
48,3769466,5.0
48,21817627,4.0
48,26437237,3.0
48,25876760,2.0
48,26354572,4.0
48,21339682,3.0
48,26279124,4.0
48,26279128,3.0
48,26700688,3.0
48,26328481,2.0
48,26266072,3.0
48,25843134,3.0
48,26689198,2.0
48,26340305,3.0
48,26696879,2.0
48,26287884,3.0
48,26351867,4.0
48,26313740,3.0
48,7062596,2.0
48,3025375,4.0
48,26410593,4.0
48,26410594,4.0
48,26374671,2.0
48,26581083,3.0
49,26772006,3.0
49,25831286,2.0
49,5262339,3.0
49,25726614,3.0
49,26757373,3.0
49,25822430,4.0
49,1301717,3.0
49,25977027,3.0
49,25731059,2.0
49,26679552,3.0
49,26616436,3.0
49,26280528,3.0
49,25827935,3.0
49,5045678,3.0
49,6873905,3.0
49,26416603,3.0
49,26810837,3.0
49,26649095,3.0
49,26703844,2.0
49,26708582,2.0
49,1306027,3.0
49,26717795,3.0
49,1757925,5.0
49,26106958,3.0
49,26353381,2.0
49,26000205,3.0
49,26631751,3.0
49,25939432,3.0
49,21339682,2.0
49,22939161,3.0
49,26389148,3.0
49,25824009,3.0
49,25994698,3.0
49,26600428,3.0
49,4216624,3.0
49,25789402,3.0
49,26753451,3.0
49,26360518,3.0
49,25986180,3.0
49,24860289,3.0
49,26235349,2.0
49,20278795,3.0
49,6860147,3.0
49,26329796,3.0
49,26617076,3.0
49,26653676,3.0
49,26811844,2.0
49,24872189,3.0
49,26679202,1.0
49,26352440,3.0
49,25928065,3.0
49,25900819,3.0
