,score,num,name,year,directer,actors,type,country,tag1,tag2,tag3,tag4,tag5,tag6,tag7,id
23,8.8,911.0,The Amazing Race,2012,Jerry Bruckheimer,None,",冒险",",美国","295,真人秀","136,美剧","116,美国","97,CBS","69,2012","61,极速前进","52,RealityShow",10494263.0
24,7.7,1119.0,ヤマノススメ,2013,山本裕介,None,",剧情,动画",",日本","207,泡面番","195,动画","167,日本","151,日本动画","122,动漫","119,2013","80,アニメ",19931451.0
25,8.2,68366.0,Moneyball,2011,贝尼特·米勒 Bennett Miller,",布拉德·皮特 Brad Pitt,乔纳·希尔 Jonah Hill,菲利普·塞默·霍夫曼 Philip Seymour Hoffman,罗宾·怀特 Robin Wright",",剧情,传记,运动",",美国","11483,美国","10953,体育","10361,励志","5029,剧情","4824,传记","4171,2011","3473,棒球",3023164.0
26,9.1,3945.0,カイバ,2008,汤浅政明 Masaaki Yuasa,",桑岛法子 Houko Kuwashima,能登麻美子 Mamiko Noto,朴璐美 Romi Pak,斋藤千和 Chiwa Saito",",动画",",日本","1258,汤浅政明","960,动画","726,日本动画","700,日本","318,看过的电视剧","308,海马","294,湯浅政明",3023169.0
27,7.6,23092.0,ヴァンパイア騎士,2008,佐山圣子 Kiyoko Sayama,",堀江由衣 Yui Horie,宫野真守 Mamoru Miyano,岸尾大辅 Daisuke Kishio,诹访部顺一 Junichi Suwabe",",动画,奇幻,爱情",",日本","3478,动漫","2228,日本","2223,吸血鬼","1986,动画","814,爱情","551,校园","434,2008",3023172.0
28,7.7,70.0,Jim Gaffigan: Beyond the Pale,None,Michael Drumm,None,None,",美国","10,Stand-up","9,美国","8,stand-up","8,Stand-Up","7,喜剧","6,Jim.Gaffigan","5,comedy",3023174.0
29,7.3,369.0,點指兵兵,1979,章国明,None,",剧情,犯罪",",香港","142,香港","137,章国明","94,香港电影","89,新浪潮","64,1979","51,犯罪","51,泰迪罗宾",3023175.0
30,8.1,386.0,APink's ShowTime,2014,None,",朴初珑 Cho-rong Park,郑恩地 Eun-ji Jung,孙娜恩 Na-Eun Son,尹普美 Bo-mi Yoon",",真人秀",",韩国","56,韩国","52,韩国综艺","52,综艺","43,真人秀","40,apink","34,郑恩地","32,韩综",25960776.0
31,7.0,5863.0,律政新人王II,2007,梁家树,",马国明 Kwok-Ming Ma,陈键锋 Kin Fung Chan,官恩娜 Ella Koon,李诗韵 Selena Lee",",剧情,喜剧",",香港","1862,TVB","762,港剧","577,马国明","456,律政新人王2","405,看过的电视剧","388,电视剧","330,陈键峰",2367820.0
32,5.9,9617.0,Gone,2012,黑特尔·达利亚 Heitor Dhalia,",阿曼达·塞弗里德 Amanda Seyfried,韦斯·本特利 Wes Bentley,珍妮弗·卡彭特 Jennifer Carpenter,塞巴斯蒂安·斯坦 Sebastian Stan",",剧情,悬疑,惊悚",",美国","1630,悬疑","1275,美国","1016,惊悚","984,阿曼达·塞弗里德","754,犯罪","479,2012","403,剧情",6431054.0
33,6.5,136.0,Slap the Monkey,2005,孔文燕,None,",剧情,短片",",台湾","69,短片","49,台湾","26,许玮伦","26,台湾电影","22,两千三百万种死法","9,2005","8,爱情",2367823.0
34,6.8,10999.0,공조,2017,金成勋 KIM Sung-hoon,",玄彬 Hyun Bin,柳海真 Hye-jin Yu,金柱赫 Ju-hyuk Kim,张荣男 Young-nam Jang",",动作",",韩国","2391,韩国","1753,动作","1216,犯罪","940,特工","929,2017","638,警匪","606,剧情",26616145.0
35,7.9,930.0,司機大佬,1989,何澍培 Shu-Pui Hou,",吴耀汉 Richard Ng,伍咏薇 Christine Ng,万绮雯 Yee-Man Man,欧阳佩珊 Puishan Auyeung",",剧情,喜剧,爱情",",香港","205,港剧","104,童年回忆","102,电视剧","100,香港","89,万绮雯","83,TVB","79,ATV",2367826.0
36,6.2,280.0,起尾注,1990,袁祥仁 Cheung-Yan Yuen,",陈百祥 Pak-cheung Chan,李嘉欣 Michelle Reis,单立文 Pal Sinn,梁婉静 Iwanbeo Leung",",喜剧",",香港","82,香港","73,喜剧","60,李嘉欣","55,陈百祥","50,香港电影","45,单立文","42,1990",2367827.0
37,7.8,72.0,Sorry Safari,1962,Gene Deitch,None,",喜剧,动画,冒险,短片",",美国","16,短片","16,猫和老鼠","13,美国","13,动画","10,喜剧","9,动画短片","7,动漫",10494292.0
38,6.8,304.0,Horizon: Do I Drink Too Much?,2009,Nikki Stockley,None,",纪录片",",英国","161,纪录片","136,BBC","63,英国","21,科普","20,Documentary","18,Alcohol","17,2009",4727125.0
39,6.9,4551.0,허밍,2008,朴大荣 Dae-yeong Park,None,",剧情,爱情,奇幻",",韩国","1217,韩国电影","976,爱情","799,韩国","502,韩智慧","401,哼唱","206,허밍(humming)","176,电影",2367830.0
40,6.8,59.0,危篤スルー,2015,高桥朋广,None,None,",日本","20,日剧","8,生濑胜久","7,日本","6,中村静香","5,15秋","4,生瀬勝久","4,日劇",26616156.0
41,5.4,187.0,永久就職試験,2015,诸田景子,",桐山涟 Renn Kiriyama,三倉茉奈,小岛藤子 Kojima Fujiko,马场园梓 Azusa Babazono",None,",日本","66,日剧","23,桐山涟","22,日本","22,小岛藤子","20,2015","14,15秋","13,桐山漣",26616157.0
42,7.9,4098.0,"Kerity, la maison des contes",2009,多米尼克·蒙法尼 Dominique Monfery,",让娜·莫罗 Jeanne Moreau,朱莉·加耶 Julie Gayet,Liliane Rovère,皮埃尔·里夏尔 Pierre Richard",",儿童,动画,冒险",",法国","1594,动画","1211,法国","754,法国动画","427,童年","317,法国电影","288,动画片","284,2009",4071781.0
43,8.9,985.0,響け！ユーフォニアム かけだすモナカ,2015,石原立也 Tatsuya Ishihara,",黑泽朋世 Tomoyo Kurosawa,朝井彩加 Ayaka Asai,丰田萌绘 Moe Toyota,安济知佳 Chika Anzai",",喜剧,爱情,动画,音乐",",日本","161,动画","154,日本","145,OVA","129,京阿尼","119,日本动画","105,2015","77,京アニ",26616166.0
44,5.2,568.0,Freelancers,2012,Jessy Terrero,",Robert De Niro,Michael McGrady,Forest Whitaker,50分 50 Cent",",剧情,动作,犯罪",",美国","129,犯罪","126,美国","53,动作","51,2012","33,美国电影","33,RobertDeNiro","32,罗伯特·德尼罗",6431078.0
45,6.4,267.0,誤断,2015,村上牧人,",玉山铁二 Tetsuji Tamayama,莲佛美沙子 Misako Renbutsu,柳叶敏郎 Toshirô Yanagiba,小林薰 Kaoru Kobayashi",",剧情,悬疑",",日本","102,日剧","40,玉山鉄二","39,WOWOW","35,日本","33,2015","28,小林薰","26,15秋",26616165.0
46,8.1,55.0,搬屋,2001,张虹 Tammy Cheung,None,",纪录片",",香港","50,纪录片","47,香港","32,张虹","9,记录片","9,Documentary","7,香港电影","7,2001",2367849.0
47,,0.0,Envirometer,2010,Danny Robashkin,None,",短片",",美国","1,美国","1,短片","1,动画短片","1,动画","1,Envirometer",None,None,6431081.0
48,5.4,528.0,我們停戰吧,2015,陆天华,",林文龙 Frankie Lam,林熹瞳 Rachel Lam,谭耀文 Patrick Tam,汤怡 Kathy Tong",",剧情,爱情",",香港","91,香港","55,爱情","43,剧情","37,人性","35,青春","32,2015","31,愛情",26354028.0
49,6.2,126.0,La morte cammina con i tacchi alti,1971,Luciano Ercoli,None,",恐怖,悬疑,惊悚",",意大利,西班牙","62,意大利","32,Giallo","24,惊悚","22,悬疑","16,恐怖","15,1970s","13,1971",2367853.0
50,3.3,151.0,나는 야한 여자가 좋다 3,2015,김미연,None,None,",韩国","139,情色","131,韩国电影","126,君子好逑","86,韩国","82,我要看","45,A级","35,2015",26354029.0
51,3.7,92.0,Space Chimps 2: Zartog Strikes Back,2010,John H. Williams,",史坦利·图齐 Stanley Tucci,Patrick Wharburton,切瑞·海恩斯 Cheryl Hines,扎克·沙达 Zack Shada",",动画",",美国","18,动画","8,美国","5,美国电影","5,科幻","5,2010","4,动画美国","4,动画片",4858225.0
52,7.1,785.0,婚姻物語,1994,徐遇安 Yuk On Tsui,",郑伊健 Ekin Cheng,陈松伶 Nadia Chan,古天乐 Louis Koo,张凤妮 Betsy Cheung",",爱情",",香港","227,TVB","155,港剧","141,郑伊健","123,陈松伶","108,古天乐","63,电视剧","52,香港",2367860.0
53,6.5,142.0,Il Profumo della signora in nero,1974,Francesco Barilli,None,",恐怖,悬疑,惊悚",",意大利","79,意大利","65,恐怖","30,惊悚","29,Giallo","24,悬疑","20,意大利电影","16,1970s",2367876.0
54,7.0,162.0,圣堂风云,2010,刘一志,",吴奇隆,李依晓,李威,贾青",None,",中国大陆","52,吴奇隆","24,国产电视剧","15,民国","14,电视剧","9,民国那点事","8,李威","7,中国",4925454.0
55,5.4,5581.0,The Starving Games,2013,贾森·弗莱德伯格 Jason Friedberg,",玛依亚拉·沃尔什 Maiara Walsh,布兰特·道格尔迪 Brant Daugherty,科迪.克里斯蒂安 Cody Christian,Alexandria Deberry",",喜剧",",美国","1095,恶搞","898,喜剧","793,美国","398,2013","305,搞笑","300,美国电影","185,电影",10756499.0
56,6.5,43.0,아들녀석들,2012,김경희 (Ground Zero  Hero Gloria),",明世彬,李成宰,徐仁国,韩慧琳",",家庭",",韩国","20,韩剧","15,徐仁国","7,韩国","7,2012","4,电视剧","2,韩剧(中篇)","2,跟着母亲大人看韩剧",19931547.0
57,7.1,130.0,ไฟรักเกมร้อน,2016,Sarunyu Wongkrachang,",Tanwa Suriyajak,萨米·考威尔 Sammie Puntitha Cowell,Cat Stephany Auernig,Prach Poramin",",剧情",",泰国","47,泰剧","16,泰国","12,打开新世界大门的泰剧","11,虐恋","10,复仇","9,愛情","8,爱情",26354076.0
58,6.3,46.0,Acolytes,2008,Jon Hewitt,None,",犯罪,剧情,恐怖,悬疑,惊悚",",澳大利亚","13,惊悚","12,我看过的电影","11,我看过的英语电影","8,恐怖","7,澳大利亚","6,澳洲","4,2008",3154333.0
59,6.3,693.0,Zipper,2015,Mora Stephens,",帕特里克·威尔森 Patrick Wilson,琳娜·海蒂 Lena Headey,迪安娜·阿格隆 Dianna Agron,阿丽克丝·布莱肯瑞吉 Alexandra Breckenridge",",剧情,惊悚",",美国","137,美国","121,政治","95,剧情","71,美国电影","64,2015","61,悬疑","43,人性",25829790.0
60,9.4,5846.0,Boston Legal,2005,Oz Scott,",James Spader,William Shatner,Mark Valley,Candice Bergen",",剧情",",美国","1784,美剧","930,法律","405,看过的电视剧","334,Boston_Legal","332,美国","240,英语标签","229,电视剧",3285407.0
61,6.6,119.0,错在你变了,2015,None,None,",剧情",",泰国","29,泰剧","19,泰国","17,push","15,爱情","10,推哥","9,电视剧","7,同性",26616224.0
62,6.6,45.0,Marseille,2004,安姬拉·夏娜莱克 Angela Schanelec,None,",剧情",",德国","24,德国","7,德国电影","6,安姬拉·夏娜莱克","5,2000s","4,剧情","4,Angela_Schanelec","4,AngelaSchanelec",3023260.0
63,8.3,171278.0,별에서 온 그대,2013,张太侑 Tae-yu Jang,",金秀贤 Soo-hyun Kim,全智贤 Gianna Jun,朴海镇 Hae Jin Park,刘仁娜 In-Na Yoo",",爱情",",韩国","29800,韩剧","24554,金秀贤","23523,全智贤","15202,爱情","11067,韩国","7208,电视剧","5656,2013",25698722.0
64,9.4,5136.0,Boston Legal,2006,Mike Listo,None,",喜剧,犯罪,剧情,悬疑",",美国","1487,美剧","776,法律","367,看过的电视剧","352,英语标签","305,美国","220,ABC","204,律政",3285411.0
65,7.0,2323.0,Testament of Youth,2014,James Kent,",艾丽西卡·维坎德 Alicia Vikander,基特·哈灵顿 Kit Harington,塔伦·埃格顿 Taron Egerton,艾米丽·沃森 Emily Watson",",剧情,传记,历史,战争",",英国","599,英国","500,战争","333,传记","269,英国电影","262,爱情","255,2015","238,剧情",10756517.0
66,7.7,16493.0,Saving Mr. Banks,2013,约翰·李·汉考克 John Lee Hancock,",艾玛·汤普森 Emma Thompson,汤姆·汉克斯 Tom Hanks,保罗·吉亚玛提 Paul Giamatti,詹森·舒瓦兹曼 Jason Schwartzman",",剧情,传记",",美国,英国,澳大利亚","3063,美国","2314,剧情","1829,传记","1542,TomHanks","1432,EmmaThompson","1283,2013","1244,汤姆·汉克斯",10756518.0
67,7.2,122.0,Утомленные солнцем 2: Цитадель,2011,尼基塔·米哈尔科夫 Nikita Mikhalkov,None,",剧情,战争",",法国,德国,俄罗斯,捷克","45,俄罗斯","32,俄罗斯电影","29,米哈尔科夫","29,战争","26,尼基塔·米哈尔科夫","17,2011","12,苏俄电影",6431141.0
68,9.3,4393.0,Boston Legal,2007,Bill D'Elia,",威廉·夏特纳 William Shatner,John Larroquette,克里斯蒂安·克莱门松 Christian Clemenson,詹姆斯·斯派德 James Spader",",喜剧,犯罪,剧情,悬疑",",美国","1286,美剧","686,法律","333,看过的电视剧","304,英语标签","288,美国","190,JamesSpader","181,电视剧",3285416.0
69,9.2,4681.0,Boston Legal,2008,Bill D'Elia,None,",喜剧,犯罪,剧情,悬疑",",美国","1394,美剧","745,法律","340,看过的电视剧","305,英语标签","300,美国","212,律政","192,电视剧",3285421.0
70,4.2,2260.0,やるっきゃ騎士,2015,平林克理,",中村伦也 Tomoya Nakamura,远藤新菜 Nina Endô,柾木玲弥 Reiya Masaki,柳英里紗",",喜剧,情色",",日本","497,日本","378,喜剧","369,情色","308,日本电影","219,2015","164,电影","161,日影",26354096.0
71,7.0,414.0,花咲舞が黙ってない,2015,南雲聖一,",杏 Anne,上川隆也 Takaya Kamikawa,塚地武雅 Muga Tsukaji,成宫宽贵 Hiroki Narimiya",None,",日本","163,日剧","88,杏","49,上川隆也","46,15夏","41,日本","38,成宫宽贵","37,成宮寛貴",26354097.0
72,8.5,627.0,Milan,2007,Michaela Kezele,",Andrija Nikcevic,Nikola Rakocevic,Tim Williams,Danica Ristovski",",短片",",德国","299,短片","199,德国","142,战争","69,儿童","50,德国电影","49,人性","43,2007",3285426.0
73,7.6,1080.0,東京喰種トーキョーグール JACK,2015,嶌田惣一,",浪川大辅 Daisuke Namikawa,木村良平 Ryohei Kimura,早见沙织 Saori Hayami,铃木达央 Tatsuhisa Suzuki",",动画",",日本","157,OVA","152,日本","143,東京喰種","133,动漫","125,动画","114,日本动画","95,2015",26354098.0
74,7.6,815.0,My Name Is Emily,2015,Simon Fitzmaurice,",伊文娜·林奇 Evanna Lynch,马丁·麦凯恩 Martin McCann,迈克尔·史麦利 Michael Smiley,戴克兰·康仑 Declan Conlon",",剧情",",爱尔兰 Ireland","126,爱尔兰","124,文艺","117,成长","116,青春","88,爱情","78,爱尔兰电影","57,剧情",25829814.0
75,8.4,12170.0,Kill Bill: The Whole Bloody Affair,2011,昆汀·塔伦蒂诺 Quentin Tarantino,",乌玛·瑟曼 Uma Thurman,迈克尔·鲍文 Michael Bowen,大卫·卡拉丁 David Carradine,千叶真一 Sonny Chiba",",动作,犯罪",",美国","1754,美国","1699,暴力","1373,动作","1087,血腥","860,黑色幽默","809,cult","792,犯罪",10756537.0
76,7.8,369.0,问道楼观,2012,金铁木 Tiemu Jin,None,",纪录片",",中国大陆","182,纪录片","67,道","65,道教","42,中国","39,哲学","38,金铁木","35,中国大陆",10756540.0
77,7.3,872.0,公关小姐,1989,黄加良 Jialiang Huang,",萨仁高娃 Sa Ren Gao Wa,张青 Qing Zhang,袁玫 Mei Yuan,高莲娜 Lianna Gao",",剧情",",中国大陆","171,电视剧","160,国产电视剧","139,童年回忆","86,萨仁高娃","84,大陆","69,1989","51,中国",3023293.0
78,7.8,22548.0,封神榜,2001,刘仕裕 Sze Yu Lau,",陈浩民 Ho-Man Chan,温碧霞 Irene Wan,钱嘉乐 Kar Lok Chin,苑琼丹 King-Tan Yuen",",剧情,喜剧,古装",",香港","3893,TVB","2778,港剧","2743,陈浩民","2541,电视剧","1987,封神榜","1927,古装","1804,香港",3023296.0
79,8.6,216.0,Water Life,2009,Juan Antonio Rodríguez,None,",纪录片",",美国","190,纪录片","103,BBC","52,水世界","51,自然","31,英国","30,美国","21,Documentary",6037953.0
80,8.5,7040.0,A snowman VS a reindeer,2013,None,None,",喜剧,动画,短片",",美国","1595,短片","1258,动画","1224,美国","897,动画短片","584,迪斯尼","526,2013","484,Disney",25829829.0
81,8.9,61.0,Eurovision Song Contest 2015,2015,None,None,",音乐,歌舞,真人秀",",奥地利","18,音乐","15,综艺","13,2015","10,Eurovision","8,奥地利","7,Documentary","6,Austria",25960902.0
82,,0.0,Rembat,2015,Shamyl Othman,None,",剧情",",马来西亚","3,Good","2,马来西亚","1,喜剧","1,公路",None,None,None,26616266.0
83,8.4,8902.0,Strike Back ,2010,丹尼尔·珀西瓦尔 Daniel Percival,",理查德·阿米蒂奇 Richard Armitage,安德鲁·林肯 Andrew Lincoln,乔迪·梅 Jodhi May,谢莉·康恩 Shelley Conn",",剧情,动作,悬疑",",英国","2886,英剧","1635,战争","1150,特工","1098,动作","859,英国","564,电视剧","548,RichardArmitage",2367948.0
84,5.7,1042.0,Deadgirl,2008,Marcel Sarmiento,None,",恐怖,惊悚",",美国","211,惊悚","204,恐怖","162,美国","81,美国电影","75,僵尸","73,死亡女孩","47,2008",3154387.0
85,7.5,1833.0,JCVD,2008,Mabrouk El Mechri,None,",动作,喜剧,犯罪,剧情",",比利时,卢森堡,法国","292,尚格云顿","291,法国","198,动作","160,法国电影","159,剧情","146,2008","104,比利时",3154388.0
86,7.4,7892.0,西遊記貳,1998,刘仕裕 Sze Yu Lau,",陈浩民 Ho-Man Chan,江华 Kwong Wa,黎耀祥 Yiu-Cheung Lai,麦长青 Cheung-Ching Mak",",喜剧,古装",",香港","1325,TVB","950,港剧","757,陈浩民","644,电视剧","600,香港","586,西游记","489,喜剧",3023317.0
87,6.3,1577.0,学園黙示録 Drifters of the Dead,2011,荒木哲郎,",诹访部顺一,井上麻里奈,泽城美雪,喜多村英梨",",动画",",日本","395,OVA","266,动画","232,日本","183,日本动画","179,动漫","121,2011","76,アニメ",6037975.0
88,8.5,5576.0,Maria Larssons eviga ögonblick,2008,Jan Troell,",Maria Heiskanen,Mikael Persbrandt,Amanda Ooms,Jesper Christensen",",传记,剧情",",瑞典,芬兰,挪威,丹麦,德国","1839,瑞典","1572,传记","1034,瑞典电影","922,摄影","608,北欧","505,永恒记忆","482,女性",3154392.0
89,5.3,11229.0,饮食男女-好远又好近,2012,曹瑞原 Jui-Yuan Tsao,",霍思燕 Siyan Huo,蓝正龙 Lan Ching Lung,归亚蕾 Ya-lei Kuei,张孝全 Hsiao-chuan Chang",",剧情,喜剧,爱情",",中国大陆,台湾","1394,爱情","1027,台湾","680,2012","646,文艺","513,杭州","507,吃","473,中国",6037977.0
90,6.6,88.0,Den du frygter,2008,Kristian Levring,None,",剧情,惊悚",",丹麦","27,丹麦","13,丹麦电影","12,惊悚","12,人性","9,2008","6,恐怖","5,2000s",3154394.0
91,5.2,86.0,喜羊羊与灰太狼之嘻哈闯世界,2016,蒲智康,None,",儿童,动画",",中国大陆","6,喜羊羊与灰太狼","5,差","5,动画","4,2016","3,动画片","3,动漫","3,中国",26730641.0
92,,0.0,My Heart Attack,2015,Sheldon Cohen,None,",动画,短片",",加拿大","3,动画","2,加拿大","1,短片","1,nfb","1,canada","1,2015",None,26878429.0
93,8.0,537.0,Requiem,2015,Ben McKinnon,",Olivier Bernier,Rachel Bouchard,Sara Doyle,Sacha von Bauer",",奇幻,短片",",加拿大","192,短片","112,加拿大","87,奇幻","68,文艺","49,2015","31,爱情","30,灵异",26354142.0
94,8.3,1667.0,퍼펙트 게임,2011,朴熙坤,",曹承佑 Seung-woo Cho,杨东根 Dong-kun Yang,孔政焕,崔贞媛 Jeong-won Choi",",运动",",韩国","323,韩国","257,韩国电影","254,励志","253,体育","208,曹承佑","177,棒球","176,热血",6037981.0
95,4.5,37.0,A小姐,2015,白晶 Jing Bai,",薛晴,刘浩辰,刘代鑫,久儿",",剧情",",中国大陆","6,独立电影","4,电影","4,现实","4,性工作者","4,中国纪录片","4,中国大陆","4,2015",26354146.0
96,9.3,432.0,Gaycation: Orlando,2016,None,None,",犯罪,纪录片,同性",",美国","126,纪录片","70,美国","63,LGBT","57,同性","49,LGBTQ","42,2016","35,EllenPage",26878436.0
97,7.9,1499.0,干物妹!うまるちゃんOAD,2015,太田雅彦 Masahiko Ôta,",田中麻美 Asami Tanaka,野岛健儿 Kenji Nojima,影山灯,白石晴香",",喜剧,动画",",日本","209,日本","187,动画","141,日本动画","135,动漫","129,2015","107,OAD","98,OVA",26616292.0
98,8.3,357115.0,Frozen,2013,克里斯·巴克 Chris Buck,",克里斯汀·贝尔 Kristen Bell,伊迪娜·门泽尔 Idina Menzel,乔纳森·格罗夫 Jonathan Groff,乔什·加德 Josh Gad",",喜剧,动画,奇幻,歌舞",",美国","54972,动画","44489,迪士尼","31383,美国","21136,Disney","12897,2013","12181,迪斯尼","7815,温情",4202982.0
99,7.2,7998.0,The Voices,2014,玛嘉·莎塔琵 Marjane Satrapi,",瑞恩·雷诺兹 Ryan Reynolds,杰玛·阿特登 Gemma Arterton,安娜·肯德里克 Anna Kendrick,杰基·韦佛 Jacki Weaver",",喜剧,犯罪,惊悚",",美国,德国","1212,惊悚","1189,美国","1010,喜剧","949,犯罪","496,恐怖","467,2014","406,美国电影",4202983.0
